Направление подготовки: Лечебное дело,,,,,,,
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1235,3870595,176,"Биология - 53
Химия - 51 Русский язык - 72",0,,1,Нет
1236,3874532,176,"Биология - 51
Химия - 64 Русский язык - 61",0,,1,Нет
1237,3829320,176,"Биология - 50
Химия - 62 Русский язык - 64",0,,2,Нет
1238,3872133,176,"Биология - 48
Химия - 62 Русский язык - 66",0,,1,Нет
1239,4126333,175,"Биология - 78
Химия - 48 Русский язык - 49",0,,1,Согласие
1240,3878066,175,"Биология - 61
Химия - 51 Русский язык - 63",0,,2,Нет
1241,4013079,175,"Биология - 60
Химия - 49 Русский язык - 66",0,,2,Нет
1242,3971062,175,"Биология - 58
Химия - 58 Русский язык - 54",5,,2,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1243,3622009,175,"Биология - 53
Химия - 53 Русский язык - 67",2,,1,Нет
1244,3680443,174,"Биология - 65
Химия - 52 Русский язык - 57",0,,2,Нет
1245,4168115,174,"Биология - 55
Химия - 65 Русский язык - 54",0,,1,Нет
1246,4126890,173,"Биология - 68
Химия - 62 Русский язык - 43",0,,1,Нет
1247,3814757,173,"Биология - 61
Химия - 57 Русский язык - 55",0,,3,Нет
1248,3993706,173,"Биология - 61
Химия - 48 Русский язык - 57",7,,3,Согласие
1249,3779269,173,"Биология - 60
Химия - 52 Русский язык - 61",0,,1,Нет
1250,3956538,173,"Биология - 56
Химия - 53 Русский язык - 61",3,,1,Нет
1251,3853432,173,"Биология - 55
Химия - 57 Русский язык - 58",3,,1,Нет
1252,4108574,173,"Биология - 51
Химия - 70 Русский язык - 52",0,Пр.право,2,Нет
1253,3986118,172,"Биология - 65
Химия - 62 Русский язык - 45",0,,1,Нет
1254,4121944,172,"Биология - 60
Химия - 57 Русский язык - 55",0,Пр.право,4,Нет
1255,3562395,172,"Биология - 56
Химия - 58 Русский язык - 58",0,,2,Согласие
1256,4093157,172,"Биология - 56
Химия - 53 Русский язык - 63",0,,2,Нет
1257,3844461,172,"Биология - 55
Химия - 62 Русский язык - 55",0,,6,Нет
1258,3652119,172,"Биология - 55
Химия - 47 Русский язык - 70",0,,1,Нет
1259,3854751,172,"Биология - 51
Химия - 70 Русский язык - 51",0,,2,Нет
1260,3841724,172,"Биология - 51
Химия - 56 Русский язык - 65",0,,13,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1261,3850264,172,"Биология - 48
Химия - 47 Русский язык - 67",10,,5,Нет
1262,3980950,172,"Биология - 43
Химия - 56 Русский язык - 67",6,,1,Нет
1263,3850666,171,"Биология - 65
Химия - 52 Русский язык - 54",0,,1,Нет
1264,4118581,171,"Биология - 60
Химия - 53 Русский язык - 58",0,,1,Нет
1265,3656837,171,"Биология - 55
Химия - 58 Русский язык - 58",0,Пр.право,1,Нет
1266,3865063,171,"Биология - 53
Химия - 51 Русский язык - 67",0,,1,Нет
1267,4197905,171,"Биология - 44
Химия - 60 Русский язык - 67",0,Пр.право,2,Нет
1268,4228249,170,"Биология - 61
Химия - 58 Русский язык - 49",2,,2,Нет
1269,3899527,170,"Биология - 61
Химия - 52 Русский язык - 54",3,,1,Нет
1270,3569439,170,"Биология - 60
Химия - 58 Русский язык - 49",3,,2,Нет
1271,3843968,170,"Биология - 60
Химия - 53 Русский язык - 57",0,,1,Нет
1272,3876044,170,"Биология - 55
Химия - 47 Русский язык - 67",1,,1,Нет
1273,4104494,169,"Биология - 66
Химия - 58 Русский язык - 45",0,,1,Нет
1274,3642445,169,"Биология - 65
Химия - 47 Русский язык - 57",0,,1,Нет
1275,3829304,169,"Биология - 55
Химия - 48 Русский язык - 63",3,Пр.право,1,Нет
1276,3875819,169,"Биология - 55
Химия - 46 Русский язык - 67",1,,2,Нет
1277,3808451,169,"Биология - 53
Химия - 61 Русский язык - 55",0,,1,Нет
1278,3793735,169,"Биология - 48
Химия - 61 Русский язык - 60",0,,3,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1279,3954046,169,"Биология - 45
Химия - 66 Русский язык - 58",0,,1,Нет
1280,3930764,168,"Биология - 60
Химия - 51 Русский язык - 57",0,,3,Нет
1281,3914222,168,"Биология - 58
Химия - 56 Русский язык - 54",0,,1,Нет
1282,3954737,168,"Биология - 55
Химия - 52 Русский язык - 61",0,,1,Нет
1283,4002439,168,"Биология - 55
Химия - 49 Русский язык - 64",0,,1,Нет
1284,3750065,168,"Биология - 51
Химия - 51 Русский язык - 66",0,,3,Нет
1285,3849960,167,"Биология - 51
Химия - 56 Русский язык - 60",0,,1,Нет
1286,3632638,167,"Биология - 48
Химия - 56 Русский язык - 63",0,,2,Нет
1287,3601141,166,"Биология - 61
Химия - 44 Русский язык - 61",0,,1,Нет
1288,3937598,166,"Биология - 60
Химия - 49 Русский язык - 54",3,,1,Нет
1289,4141481,166,"Биология - 58
Химия - 48 Русский язык - 57",3,,3,Нет
1290,3900259,166,"Биология - 56
Химия - 47 Русский язык - 63",0,,1,Нет
1291,3940592,166,"Биология - 53
Химия - 56 Русский язык - 54",3,Пр.право,1,Нет
1292,4053267,166,"Биология - 51
Химия - 48 Русский язык - 64",3,,3,Согласие
1293,3944341,166,"Биология - 40
Химия - 55 Русский язык - 64",7,,2,Нет
1294,3813424,165,"Биология - 61
Химия - 55 Русский язык - 48",1,,2,Нет
1295,3633763,165,"Биология - 53
Химия - 61 Русский язык - 51",0,,2,Нет
1296,3562588,165,"Биология - 53
Химия - 43 Русский язык - 69",0,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1297,4147739,165,"Биология - 46
Химия - 52 Русский язык - 64",3,,2,Нет
1298,3796967,165,"Биология - 40
Химия - 47 Русский язык - 75",3,,2,Нет
1299,3962147,164,"Биология - 66
Химия - 39 Русский язык - 54",5,,2,Нет
1300,4155290,164,"Биология - 51
Химия - 56 Русский язык - 57",0,,2,Нет
1301,3927121,164,"Биология - 51
Химия - 47 Русский язык - 66",0,,1,Нет
1302,4088178,164,"Биология - 48
Химия - 55 Русский язык - 61",0,,1,Нет
1303,4036637,163,"Биология - 48
Химия - 57 Русский язык - 58",0,,3,Нет
1304,3631266,163,"Биология - 46
Химия - 71 Русский язык - 46",0,,2,Нет
1305,3588828,162,"Биология - 56
Химия - 51 Русский язык - 55",0,,1,Нет
1306,3639009,162,"Биология - 55
Химия - 52 Русский язык - 55",0,,1,Нет
1307,3771618,162,"Биология - 40
Химия - 43 Русский язык - 69",10,,1,Нет
1308,4080861,161,"Биология - 53
Химия - 48 Русский язык - 60",0,,1,Нет
1309,4121232,161,"Биология - 53
Химия - 36 Русский язык - 67",5,,1,Нет
1310,4175209,161,"Биология - 51
Химия - 52 Русский язык - 58",0,,1,Нет
1311,3934524,160,"Биология - 58
Химия - 42 Русский язык - 57",3,,1,Нет
1312,3790545,160,"Биология - 56
Химия - 53 Русский язык - 48",3,,1,Нет
1313,3889695,160,"Биология - 56
Химия - 44 Русский язык - 60",0,,2,Нет
1314,3857945,160,"Биология - 55
Химия - 48 Русский язык - 57",0,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1315,3619279,160,"Биология - 48
Химия - 49 Русский язык - 63",0,,2,Нет
1316,3870487,159,"Биология - 56
Химия - 49 Русский язык - 54",0,,1,Нет
1317,3582717,159,"Биология - 55
Химия - 52 Русский язык - 46",6,Пр.право,2,Нет
1318,3946242,159,"Биология - 45
Химия - 48 Русский язык - 58",8,,1,Нет
1319,3613567,158,"Биология - 55
Химия - 52 Русский язык - 43",8,,2,Нет
1320,3862255,158,"Биология - 55
Химия - 43 Русский язык - 60",0,,1,Нет
1321,3998553,156,"Биология - 55
Химия - 55 Русский язык - 46",0,,1,Нет
1322,3582936,156,"Биология - 41
Химия - 57 Русский язык - 58",0,,3,Нет
1323,3569167,155,"Биология - 45
Химия - 53 Русский язык - 57",0,,4,Нет
1324,3762215,155,"Биология - 41
Химия - 48 Русский язык - 66",0,,1,Согласие
1325,3846342,154,"Биология - 53
Химия - 49 Русский язык - 49",3,Пр.право,2,Нет
1326,3947042,154,"Биология - 51
Химия - 48 Русский язык - 52",3,,1,Нет
1327,4231070,154,"Биология - 50
Химия - 49 Русский язык - 52",3,,2,Нет
1328,3580857,154,"Биология - 45
Химия - 48 Русский язык - 61",0,,2,Нет
1329,3729379,153,"Биология - 55
Химия - 56 Русский язык - 42",0,,1,Нет
1330,4033899,152,"Биология - 53
Химия - 42 Русский язык - 57",0,,2,Нет
1331,3597629,152,"Биология - 45
Химия - 55 Русский язык - 52",0,,2,Нет
1332,3862943,151,"Биология - 56
Химия - 38 Русский язык - 54",3,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1333,4055460,151,"Биология - 55
Химия - 44 Русский язык - 49",3,,5,Нет
1334,4033100,151,"Биология - 50
Химия - 47 Русский язык - 54",0,,2,Нет
1335,4171175,151,"Биология - 50
Химия - 43 Русский язык - 58",0,,2,Нет
1336,3604304,151,"Биология - 48
Химия - 46 Русский язык - 57",0,,1,Нет
1337,3581510,150,"Биология - 50
Химия - 48 Русский язык - 52",0,,4,Нет
1338,3608860,150,"Биология - 48
Химия - 51 Русский язык - 51",0,,2,Нет
1339,4099090,150,"Биология - 46
Химия - 46 Русский язык - 58",0,Пр.право,1,Нет
1340,4090711,150,"Биология - 46
Химия - 44 Русский язык - 55",5,,1,Нет
1341,4029180,150,"Биология - 46
Химия - 38 Русский язык - 66",0,,1,Нет
1342,3657024,149,"Биология - 46
Химия - 48 Русский язык - 55",0,,1,Нет
1343,4165775,147,"Биология - 43
Химия - 42 Русский язык - 62",0,,2,Нет
1344,3770103,146,"Биология - 51
Химия - 44 Русский язык - 51",0,,2,Нет
1345,3573261,146,"Биология - 46
Химия - 46 Русский язык - 54",0,,1,Нет
1346,3584984,146,"Биология - 45
Химия - 49 Русский язык - 52",0,,1,Нет
1347,3580646,146,"Биология - 45
Химия - 43 Русский язык - 58",0,,1,Нет
1348,3811182,146,"Биология - 43
Химия - 55 Русский язык - 48",0,,1,Нет
1349,4022833,145,"Биология - 45
Химия - 43 Русский язык - 52",5,,2,Нет
1350,4089844,144,"Биология - 48
Химия - 38 Русский язык - 58",0,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1351,4206216,144,"Биология - 45
Химия - 48 Русский язык - 48",3,,2,Нет
1352,4036371,144,"Биология - 36
Химия - 51 Русский язык - 52",5,,1,Нет
